55867,0,0,255,306,25,0,1,1,0,4,47,55,0,15,2,2,853,17,78,15,2,58,0,23,0,355,48,0,808,0,0,153,235,0,2,2,43,0,1,0,0,0,2,14,0,0,0,0,0,0,0,7,33,149,170,49,597,5,3,2,
0,1635,1,0,89,1,0,0,0,0,0,8,0,0,0,0,0,31,0,1,0,0,0,0,0,0,5,1,0,14,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,
1,0,851,0,33,0,0,0,0,0,0,0,2,0,1,0,0,56,0,0,3,0,0,0,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
0,0,0,77776,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
277,161,53,256,30743,146,18,28,540,36,4,14,612,0,90,9,6,200,2,101,0,13,40,0,2,0,181,1913,0,226,0,0,39,37,4,0,0,33,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,5,0,3,11,6,4,1,2,
2,0,0,0,56,5390,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,
0,0,0,5,51,0,1601,0,251,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,29672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,233,0,138,8,9280,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5,0,0,0,
0,0,0,0,0,0,0,0,0,6854,0,0,86,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,0,0,85,1,0,0,1,0,1,10923,0,0,0,0,0,0,190,19,59,3,71,5,0,1,0,9,50,0,5,0,0,3,29,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,3,0,0,18,
0,0,0,0,0,0,0,0,0,0,0,12275,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,0,0,0,622,0,0,0,0,381,0,0,15908,0,3,0,0,61,0,27,0,0,11,0,31,0,0,111,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,2,3,0,0,0,0,0,0,0,0,5370,0,0,0,1,0,20,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,16,0,0,0,0,0,0,0,1,0,1930,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,26,7,0,1,0,0,0,0,0,0,0,0,114,0,6,3,1,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,
59,0,0,117,12,11,0,7,0,0,5,3,5,0,3,0,4003,566,69,30,0,0,27,2,1,0,37,50,0,65,0,0,12,17,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,9,31,6,19,0,4,
1275,9,0,598,83,70,0,34,27,0,9,65,47,7,151,7,6,131145,195,512,58,2,525,14,61,0,566,319,0,1763,0,0,161,500,2,21,19,91,0,12,0,0,9,10,2,2,0,1,0,3,0,0,55,247,45,364,601,53,38,5,11,
122,0,0,217,34,19,0,38,9,0,4,1,14,3,2,0,9,2872,42729,199,9,0,255,1,0,0,40,190,0,109,0,0,79,173,0,11,1,10,1,4,1,0,0,0,0,0,0,0,0,0,0,1,30,2,11,4,78,22,270,0,2,
566,0,0,1476,68,27,0,31,25,3,20,90,41,6,127,2,2,2584,219,35482,25,0,874,15,24,0,324,718,0,1354,0,0,152,171,3,68,0,72,1,13,0,1,0,4,1,1,0,0,0,4,0,16,44,15,20,20,182,27,101,2,12,
3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,29,0,3,3134,0,0,0,0,0,5,2,0,5,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
0,0,0,47,14,0,0,0,0,0,170,0,0,0,0,0,0,14,0,20,0,2090,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
0,0,0,0,1,0,0,0,0,0,0,265,0,0,0,0,0,45,0,102,0,0,32529,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,7,2469,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,24,0,36,0,0,0,0,1,0,0,0,10,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25480,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,0,0,1,249,508,0,26,721,0,6,0,88,0,0,0,81,25,1,1,17,0,1,0,0,0,1,71048,0,0,0,0,685,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,10,20,1,0,0,7,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,14464,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,0,0,52,5,0,0,1,1,0,1,2,0,0,1,1,4,235,10,122,1,0,15,0,1,0,10,45,0,20,0,0,10,177,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,7,5,2,0,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4490,0,0,37,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9407,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9566,12,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2314,0,0,75,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3082,0,0,4,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1491,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,171,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3195,1,0,0,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11036,4,38,0,0,34,0,192,0,
135,4,0,62,9,14,0,8,3,0,0,3,10,0,5,0,18,302,7,57,4,0,56,0,0,0,57,113,0,133,0,0,13,69,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,7418,124,0,1247,102,13,0,3,
207,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,51,0,1,0,0,1,0,1,0,66,3,0,243,0,0,14,9,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,58,15385,0,20,975,13,0,0,
148,0,0,0,1,0,0,0,2,0,0,0,0,0,9,0,0,302,0,2,0,7,0,0,6,0,111,18,0,307,0,0,13,28,0,0,4,16,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11131,0,0,2,0,0,
56,2,0,18,2,0,0,0,0,0,0,3,7,0,0,0,3,449,3,4,0,0,0,0,0,0,4,6,0,28,0,0,2,29,0,0,0,140,0,0,0,0,0,8,0,0,0,0,0,7,0,0,2,563,9,1,18943,21,0,1,0,
287,0,0,1,0,1,0,0,11,0,0,0,0,0,2,2,0,46,3,0,0,0,1,0,3,0,18,3,0,124,0,0,4,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,643,0,15,18017,0,0,0,
28,0,0,25,4,2,0,3,4,0,2,0,0,1,0,0,10,175,265,28,1,0,13,0,0,0,5,150,0,39,0,0,3,21,0,8,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,14,6,96,2,8,11,7143,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3869,0,
2,0,0,98,0,0,0,0,0,0,15,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,
